Stars,Titles,Reviews
3,Accuracy is drawback.,Accuracy is 5% in positive side.
3,Supplied with Dead battery,Supplied with Dead battery
3,Average one,Average product
3,Very useful,Like this product
3,Good,Good
3,Okay,Okay okay
3,Scale is only for accuracy.,It is only approximate. Used only for travelling purposes.
3,Excellent,Excellent
3,Good,Good
3,Not upto expectations,Shows different readings in different angles
3,Accuracy is drawback.,Accuracy is 5% in positive side.
3,Supplied with Dead battery,Supplied with Dead battery
3,Average one,Average product
3,Very useful,Like this product
3,Good,Good
3,Okay,Okay okay
3,Scale is only for accuracy.,It is only approximate. Used only for travelling purposes.
2,It should be easy to lift the baggage,It is very hard to hold the baggage with 20 kg
2,Not suitable for weighing travel luggage. It slips out and health hazardous especially for seniors,"It slips out of hand and very dangerous
It hurts the wrist"
2,Takes too long to give the final result!,"Takes a lot of time to give the final weight of the luggage. Moreover, the hook is not attached to the center of the main body which makes it uncomfortable to weigh a travel bag."
2,Not accurate at all,This item shows 1/2 kg more than actual wait. Funniest part is that even product manual says it’s not accurate. Don’t buy thinking it’s digital and hence this would be accurate
2,Not easy to handle,The product is useful only for weighing about 10 kgs. It is difficult to weigh more than 10 kgs luggage using hands as we cannot keep our hands steady with heavy weight to get accurate reading. Chinese make. Over priced. Battery missing in the pack though the carton states that battery is inside.
2,Carry bag luggage whaigh,"Very poor, not working properly."
2,No battery?,"Order arrived swiftly, good price but not as promised.

The product description includes a CR2032 battery but that was missing, so how do I use it when I travel tomorrow? Not impressed."
2,Not accurate value,Weight is showing not accurate value and not showing again same weight also. Outer glass material which is seem good. Leather hang is very good
2,Missing Battery,"Assumed battery was inside the package and did not check till my day of travel. Had to use friends scale. No battery inside package, which is disappointing
06 Mar2023 device stopped working. Changing the rating"
2,Not useful,"Don't know how it works, but it gives wrong result."
2,Battery was not included,"Battery was not included even though box said ""battery inside"" - apart from that product is working."
2,Battery is over after 5 mins of starting the product,"Battery is over after 5 mins of starting the product.. so couldn’t use at all during travel even though the purpose was to use it…
Have read a lot of reviews on the battery issue"
2,Not a value for money product,Very expensive and the quality is just ok. I think they're paying some of the money to fake reviewers.
2,Not 100% accurate,It's not 100% accurate. I noted a fluctuation of 2-3 kgs when I checked for 15kgs trolley.
2,If you want to check the weight more than 23 kg dont go for this model.,"The accuracy level is not correct all the time. I have reset this many times and checking the weight for 29 kg.But when i went to Bangalore airport its showing 32 kg.

Lifting 30 kg bag with this model is very tough and you will get hand pain within 2 min.

Even I separately done weighting all the items and calculated near.
Putting all together and checking weight is not showing the calculated one."
2,Good but not always accurate,Gud but not always accurate . Sometine 1kg some time 900gm also not work in 50gm
2,"Did Not get the Battery. Though It was Mentioned ""Battery Inside""","Though It was Mentioned ""Battery Inside"" I did not get the Battery."
2,No consistency. Shows different weight for the same product. Not reliable.,The product was used for weighing hand lugages for travel abroad.
2,Lgds,This product is good
2,Erratic measurements,Erratic and inaccurate
2,It doesn't work properly and everytime the reading is not the same for same weight.,For weighing luggage
2,Buy it if you want to weigh maximum 15 kgs. Holding and lifting more is difficult with this product.,I used this to weigh luggage. This is useful to use small compact bags. Difficult to weigh suitcases. I didn't find it worth the price.
2,Ok,Useful but Very delicate
2,Not so good. Failed to work after sometime. No helpline.,"Initially for 2-3 weighing it worked properly. But after that started showing error, weight in negative etc. It measured a laptop weight 18 kg. Even there is no helpline for these error to correct."
2,Fake Customer Care number,Product is authentic however considering warranty challenges had to return the product as their customer care number is now being used by some other manufacturer.
2,Looks good but not accurate,"Looks attractive, easy to use and nice bright LED display. However, not accurate in weight which is the main purpose of buying such a expensive weight machine. I tried weighing 5 ltr (4.55 KG) oil can, each time weight was different and off by 200 gms to 300 gms."
2,Not at all recommended,"wish I could give 0 for easy to use section as it is not at all easy to use, you need to first balance your product to weigh it"
2,Measurements vary a lot,Measurements differ a lot. Has a error margin 5-10%.
2,I received dead battery,I got dead battery
2,"premium built, but cant take weight over 20kgs","worked for first 2 bags, broke on the 3rd one..3rd bag weighed 21 kgs and the hook that connects the device came off"
2,Inaccurate measure.,Giving inaccurate measure.
2,Useful,Value for money
2,Okay,Still not in use
2,delivery,"Without attempt of delivery, Item returned by delivery men, it's upset me, it's not good practice, it's a very bad..."
2,Not easy to use with heavy baggage,"Returned because not easy to use with heavy baggage
Quality was fine but I doubt the accuracy..."
2,Inaccurate measure.,Giving inaccurate measure.
2,Useful,Value for money
2,Okay,Still not in use
2,delivery,"Without attempt of delivery, Item returned by delivery men, it's upset me, it's not good practice, it's a very bad..."
2,Not easy to use with heavy baggage,"Returned because not easy to use with heavy baggage
Quality was fine but I doubt the accuracy..."
2,Inaccurate measure.,Giving inaccurate measure.
2,Useful,Value for money
2,Okay,Still not in use
2,delivery,"Without attempt of delivery, Item returned by delivery men, it's upset me, it's not good practice, it's a very bad..."
2,Not easy to use with heavy baggage,"Returned because not easy to use with heavy baggage
Quality was fine but I doubt the accuracy..."
2,Inaccurate measure.,Giving inaccurate measure.
2,Useful,Value for money
2,Okay,Still not in use
2,delivery,"Without attempt of delivery, Item returned by delivery men, it's upset me, it's not good practice, it's a very bad..."
2,Not easy to use with heavy baggage,"Returned because not easy to use with heavy baggage
Quality was fine but I doubt the accuracy..."
2,Inaccurate measure.,Giving inaccurate measure.
2,Useful,Value for money
2,Okay,Still not in use
2,delivery,"Without attempt of delivery, Item returned by delivery men, it's upset me, it's not good practice, it's a very bad..."
2,Not easy to use with heavy baggage,"Returned because not easy to use with heavy baggage
Quality was fine but I doubt the accuracy..."
2,Inaccurate measure.,Giving inaccurate measure.
2,Useful,Value for money
2,Okay,Still not in use
2,delivery,"Without attempt of delivery, Item returned by delivery men, it's upset me, it's not good practice, it's a very bad..."
2,Not easy to use with heavy baggage,"Returned because not easy to use with heavy baggage
Quality was fine but I doubt the accuracy..."
2,Inaccurate measure.,Giving inaccurate measure.
2,Useful,Value for money
2,Okay,Still not in use
2,delivery,"Without attempt of delivery, Item returned by delivery men, it's upset me, it's not good practice, it's a very bad..."
2,Not easy to use with heavy baggage,"Returned because not easy to use with heavy baggage
Quality was fine but I doubt the accuracy..."
1,The working quality of the product delivered is not good.,"The product when I opened its packing for use within 3 to 4 uses of it started showing wrong weight measures and it's nib of power cell got out of loose which is still not fitting well.
Very worst quality of working it has. I can't rate it even with a half star."
1,It was working fine until i checked a weight of 24kg,After checking a weight of 24 kg it’s started showing incorrect. Without any load it’s showing more than above 40kg some times its showing ‘error’.Such a waste product.
1,My device is Malfunctioning,"Play Video
 I ordered this Go tripin travel scale on the 11th of July, 2023, and was delivered on 14th July, 2023. Initially, l had plans to travel in August but canceled it so never used this scale until this month l'm ready to travel and the scale is malfunctioning. At the time of purchase, I fixed the battery in and tested it then and it came after which l removed battery and packed it. This is my first time of usage and the product is misbehaving. Please l need replacement right away and it's urgent!!"
1,Trippin digial weigh scale,"Never buy it, total waste of money. Recently bought it & now regretting. It failed on my third attempt to weigh my suitcase."
1,"overpriced and not sturdy,","Overprices and not durable, and no option to return"
1,Inaccurate reading,"This was my second purchase of the same product since I had misplaced the first one during my travels . However this time , the device gave inaccurate readings . Based upon the readings by the device , my baggage was exceeding by 9 kgs. So I had booked extra baggage prior to my departure. To my horror …. My check in baggage and carry in baggage included weighed less than the permissible limit at the airport check in counter . I cannot not even return the faulty device because I have left for my trip and the window for return period will be over by the time I return from my trip . I had to chuck out a huge amount of money for inaccurate readings provided by the device. Very unhappy ."
1,Inaccurate number shown everytime,"Weighing scale is defective did not not work well, shows different kilos everytime you weigh the same thing"
1,"Display gone, after using 2 times.","The build quality is good, used it twice showed correct weight. Today 3rd time tried to use it no display.

Thought battery may have died out. Replaced battery, now the light glows but no display."
1,Readings are not accurate.,"Hi,
I have recently travelled from Vizag to Hyd and use the weighing scale to measure. It showed the weight as 15.5 kg where as in reality it was 18.5 kg. A clear and a signicifant difference. Waste of money. Plus the battery is not included in the package and also the battery rating is not mentioned."
1,Seems the product sold to me is used/returned,The battery given along with the product was open. Also there are finger print marks on the device it self. Since I was traveling the next day I don’t have time to return it. I used it to weigh my luggage and it works but not sure how long it will work…
1,Waste of money and time and all,If there is any negative Star rating then i would have chosen that one only. Bad bad and totally bad product and don't trust this one wasted my money and our time also. In home when we checked the weight it showed as 23+kgs only and we trusted that few grams won't effect us but when my brother that too first time he is going to other country got tensed when he checked the weight at ticket counter in airport it showed 28kgs stright away and we have to pay extra for that weight. If you are a first time traveller and that too student don't trust this product they designed this product as it will show upto 23+kgs only we blindly trust this one and later we have to get tensed and have to pay extra. And they don't take your product back so our money got wasted in all ways.
1,Product seems Good,"Warranty issue ,despite submitting invoice etc on WhatsApp as guided by company but ruthless and ridiculously demanding submitting review screen alongwith invoice etc ,without using the product no review can be given ,and pre- condition ,U receive categorical Message ur warranty can't be registered as u didn't not follow company's dictation.Amazon must take caution note of such arrogant attitude. 😀"
1,Worst of the worst product,"Worst of the worst product, do not recommend to anyone. Money waste"
1,Inconsistent readings,Gives inconsistent and inaccurate readings. Not suitable for 23/32 Kg bags.
1,It show error and not working,Poor performance
1,battery Down very fast,Totally wasted Money. It's taking too much battery. in a year 2 time I checked my luggage weight after that battery finished. Every time first buy bettery then check luggage.
1,wrong readings everytime,Shows wrong reading evertime even when the object is same. dont buy it. couldn't return it too
1,Received deffect item,"Showing wrong reading, not working properly"
1,Worst battery,"Battery drains frequently. Changed 3 batteries for few times usage. If u use it two times, u need to change the battery."
1,The scale is faulty and shows incorrect readings.,"Bought it to weigh my luggage for international travel. It's lightweight. At first, it gave almost accurate results for smaller things. Took my luggage to the airport and ended up paying $50 for the extra weight as the scale didn't show the correct reading and there was a huge difference between the actual reading and how much it showed on the scale. Contacted CS but I was asked to contact the manufacturer as it was outside the return window. I only used it 2-3 times. Very disappointed with the item."
1,Don't know which battery to use,No battery was given with it
1,Sensor not working,The weight is stuck at 0 kg not changing at all. The product is not working as expected.
1,Accuracy not perfect.,Somehow i like . Design is awesome but very poor product. Goal of product is zero.
1,Not working,Not working showing error on display
1,Very bad,Its not comvenient and very expensive compared to other good products.no options except on/off.
1,Bad battery compartment design,"Once I plugged in the battery, the device started to work. However removing the battery is extremely difficult due to bad design. When I removed and put in the cell again the 2nd time, the device stopped working even when there was no such visible damage.

I would suggest not to buy this product. The battery compartment is extremely flimsy and ill-designed. High chance that you might end up damaging the component and wiring when you try to replace a battery (and you wouldn't be able to tell whether its actually damaged) ."
1,Worst product - complete waste of money,One of the worst product ever. Bought it to weight luggage 2 days before flight. Used it for half a day and next day it showed low battery. Bought new battery and only last for 3 hours. Complete waste of money.
1,Worst service from Amazon,"Product is faulty and i ordered for replacement. Amazon didnt deliver the replacement product inspite of i getting a message that it is out of delivery. Not sure how worst Amazon can get for its delivery.

The product itself is faulty and do not give any reading. It just stucks at ""Err"" screen when you try to weight the luggage which is not even 5 kgs."
1,Didn’t last for even a few months.,The quality is not what you paid and expect it to be. All I can see is error on the screen. No support from vendor and Amazon too.
1,Good make. Inaccurate/unregistered readings below 5 kgs,"Is there a way to contact the customer service of this brand? I like the make of the product and how ergonomic it is, however when I had tried checking the weight of a few items below 5 kgs, the display keep shows it as 0. The response to weight above 5 kgs has been okay so far. as a digital scale, I don't expect such blunders and lack of readability. Could Amazon arrange a call from the company to me please?"
1,Worst product,It doesn't show the right weight. My luggage was 14 kgs and it was showing 23 kg.
1,Display is faulty.,I thought it’s a genuine product so didn’t bother to check if it’s working when I got it. I opened it after two weeks to weigh my bags and turned out that the display was faulty and now I do not have an option to send it back and it’s sitting in my cupboard. Junk and complete piece of trash. Buy from somewhere else save your self a trouble and money.
1,Worst product,"Giving incorrect weight after 2 months only, weight measure at home and at airport luggage counter was different by more than 4 kgs"
1,Weighing machine,"Got spoiled within a few months. As soon as you try to change the battery, it will stop working. Pathetic product. Don't know whether I can get the refund or not. Don't buy."
1,Not working product,The product doesn’t work and the quality of the product is too bad. After looking to the images and product description I thought this will be good product but unfortunately this is not. I would suggest not to buy this product.
1,Item Detective,Defective item. While weighing it either shows Error or 0.00 always. Waste of money.
1,No battery included,"The box says that there is battery inside, but not to be found anywhere. We have our flight tomorrow morning. We ordered this product because it was to arrive one day before we travel. Although the product arrived on time, still it is of no use to us now because it does not have battery inside. The device requires the rare 3V CR2032 battery, for which we will have to wait for shops to open tomorrow, and our flight will depart by the time we purchase the battery."
1,Most inaccurate,Lot of Weight difference of luggage between this machine and the ones at airport
1,Product defect,"The device does not provide accurate weight. When I weighed, it was 12Kgs and at the airport it showed 6kgs. The refund window has closed and I can no longer refund it. It is hard to trust the device and unhappy with the product."
1,Don't buy. Worthless product,If bought will be cheated
1,defective product received,"unfortunately did not have good experience with this product:

* seal was broken

* battery was in already inserted state

* LCD protection sheet was not there

* and worst of all , product did not work , remained stuck at Zero :(

unfortunately with above bad experience i cant recommend this product"
1,One of the worst product i ever bought on amazon. Screwed up all my travel plans.. frustrating,"It worked only a week. Later on, it started showing wrong weights. for 1 kg item, its scale is displaying 15.50 KG. It's one of the worst products I ever bought on amazon. Screwed up all my travel plans.. frustrating.
No product support from the seller and replacement. Item has warranty but does not provide any info whom to contact and how to get the coverage of warranty... FRUSTRATING..... PISSED OFFF with this product.............. dear seller you are cheating..."
1,Just a month old and not working,The scale is not measuring anything. It's lighting up. Set at 00:00 but not showing any weight.
1,"Absolutely Pathetic, doesn't work at all. There is no return policy too.","Doesn't work at all, a used item given with scratches all over it. Don't buy such fancy stuff, better to go for other brands."
1,IT STOPPED WORKING WITHIN 2 DAYS!!!,the product stopped working within 2 days of using it.
1,Don’t buy,"Worst
Don’t buy it
Stopped working in one week and showing wrong values"
1,Worked for a few times and then Err,"I would like everyone looking at this product to use it as your travel aid to not buy this because it is the absolute worst product. It worked for a few tries and then it shows ""Err"" randomly and then shows random readings. I have changed the cell but that has not helped."
1,,बैट्री खराब दिया गया है और वापसी की कार्रवाई करने पर आपके द्वारा दिया गया वापसी विकल्प कार्य नहीं कर रहा है। इससे यह जान पड़ता है कि आपलोग ग्राहकों को जानबूझकर खराब समान भेजते हैं। अब तो आपके किसी भी समान के साथ दिए गए ग्राहक समीक्षा एवं टिप्पणियों पर भी भरोसा नहीं किया जा सकता है। मेरे साथ पहले भी ऐसा हो चुका है। Amazon जैसे इतनी बड़ी एवं लोकप्रिय online marketing company से ऐसी उम्मीद नहीं थी।
1,Bigggggggg Nooooo,"The day it delivered
After 5 to 6 use it is not working"
1,Disappointed,Not working even after 10 days of use. Not weighed more than 30 kgs
1,BAKWAS QUALITY,Used it just 2 times and now it showing wrong digits order this machine just 3 days before my flight but it is useless now in just 3 mesurments the machine stop working and it is also hard to weight u r heaby bags as it dosent have a proper grip to pull u r bags better go with some easy handle machine dont go in flow with cheap pricing it is not worth at all ....
1,Inaccurate results,"It showed me the weight of my bags as 25 kgs, but in reality it was just 20 kgs"
1,Bad,Poor quality
1,Error message when used it,it to weigh my bag it started giving me an error. Did not serve the purpose. This was the first time I used it and the window to return has closed so it's just a piece of metal for me... Very disappoint with the product.
1,Not durable. Stopped working in a couple of months.,Not durable. Stopped working in a couple of months.
1,Not working after 6 months," It's not working properly. I rarely used. I purchased this from 6 month.

It's automatically working and number increasing and after 3Kg it's showing error.

To bad experience with this. Kindly exchange on high priority. Thanks"
1,, इस प्रोडक्ट को मत खरीदना कोई भी । एक दिन सही से चला उसके बाद LO स्क्रीन पर दिखा रहा हे । ऐसा प्रोडक्ट किस काम का जो एक दिन चले फिर चले ही ना ।
1,Return,"Bought it in oct 2021. Used it just once ir twice to weigh my travel luggage. Not even an year., It doesn't work.
I'm traveling again but no weighing scale. Can they replace it?
How can a product work just for a week? The battery is fine though."
1,Waste of money, I used only one time this product. Not showing accurate weight it’s showing error. I will not recommend this product. Waste of time and money.
1,Suddenly stopped working after one use,Just after one use the luggage scale auddenly stopped working. And you get just a week replacement which makes it waste of money.
1,Can't rely on this product,When I got it from Amazon it was working fine. After few days when it tried it shows zero display only and it's 2 month old.
1,"Very inaccurate, don't go for it",This is one of the worst purchases I made on Amazon. The weight reading differs to a degree after each measurement of the same product. I got the replacement and new scale I got is behaving the same. I just missed return window yesterday. Now I'm stuck with this not-so-useful scale.
1,Don't buy it.,"The product was defective and there is no return possible for this. Replacement is possible but you are travelling in few days, you can't replace also. Last thing, replacement is possible only from the city where you purchased."
1,Its a worst product.,"Its a worst product. Its stopped working on 11 th day. And showing error. I have to weigh my travelling bagguage, but one day before my travelling date, its showing error.
I strongly recommend not buy such a bad product.
When I I tried to complain on given phone number, but it was wrong phone number printer on product's box.
Actually its a cheating."
1,DO.NOT.BUY...POOR quality,"This product worked only for 3 months post that it shows error. Though device in warranty, there is no contact details. Only one email ID email sent but no reply. .called Amazon customer care..they are saying Amazon is not responsible for warranty issue. So guys don't buy this product .!!!!!"
1,Useless weighing scale not accurate,Useless weighing scale.It's not accurate..for 22 kilos on this weighing it's 30 kilos in the airport weighing scale.its useless weighing scale.bi paid so much money for my excess baggage.regret buying this product & i can't return it
1,Waste of Money,"If you are planning to use it to weigh travell luggage then this is not the right product. You can weigh only up to 7-8 kg. Moment it crosses 12 kg, machine starts showing error. Absolute waste of money"
1,Stopped working after one week,"Wasted the money, don't buy"
1,Item DEAD in 6/8 uses,"The item is DEAD after 6 to 8 lifts. Changed the Cell, display shows 000, even with weight.
Supplier trying to fool customers ??
If you are a fraud, read this and forget. You are being a disgrace to Amazon.
If you are genuine and care for your reputation ant that of Amazon, , then donot hide behind the excuse of one month Warrany. Just replace it.
Thanks."
1,Device not working properly,"I was lifting around 5 -6kg trolly for that it shows ‘Err’
I tried taking out battery and restarted still the same
not working😡"
1,Not useful don't buy it.,Not useful to measure.
1,Bad product,It stopped working in less than two months. Shows the message “Err” when weighing any item.
1,Screen fluctuation,The product is handy but when it arrived it came with no battery. Moreover after few uses screen started to fluctuate very often. It became unusable.
1,Pathetic Products,"It wouldn’t work for suitcase over 10 kgs - the display start flickering and It does not deliver on what gets promised. Within one month of purchase, I had to discard the product. Stay away!"
1,Just when required its not working,"Play Video
 My whole money got in bin.. this is not done.
I will try my best that next time I should buy something like this from local market so that atleast i can reach to shop and claim."
1,product not working at all and seller will not return if you get defected one,"Product is not working and placed return request the next day and they have accepted after one month.. and now they cancelled the request to and now not able to place return request …

Should I use the defected product…"
1,Problem metik, Not working
1,Scam!!!!!!!!,After single use the machine broke. The machine won't even read 15kgs correctly and shows error if you try to measure heavy weights.
1,"Wrost product, shows continuous error message",I bought this product considering it to be good moreover it is priced high but when i bought it and open it shows error code when i increase the weight beyond 10 kg and the weighing scale reading doesn't stop even after holding for 30 seconds. Won't recommend this product. I returned it.
1,Product doesn't work,"It doesn't work, its supposed to weigh bags upto 50kgs but shows error over 20kgs"
1,Device is not working,"Play Video
 Device is not working, I had used for weighing the luggage"
1,product is inaccurate and of law quality. Looks like the gotrippin had compromised with its quality.,"This product is very bad. Last year, I purchased the same product from go trippin still it is working good. On June, 2021, I ordered the same product from go trippin and found the product is inaccurate and of law quality. Looks like the gotrippin had compromised with its quality. Very sad."
1,The product is not working at all even after changing battery,For weighing the luggage bags
1,It has worked for a week after than giving faulty readings,Worst product
1,Very inaccurate readings,Worst design. We need to hold this up. That's the only option. Holding would not give accurate weight. It's very difficult to make it hang to a hook and measure weight. Also the readings are different when I'm lifting everytime.very bad
1,Used product,"Upon open the product the battery has been open already and the item box sticker has removed and replaced with normal tape , due the emergency I am not returning the product from next time please send new brand product not used product."
1,Product accuracy is not good . So not buy this. Company is cheated to customer,Product is not calculate in KG. Just we check a bag weight . then total weight show 175 kg which is wrong.
1,Not reliable,The reading for my suitcase in this device was 17kg whereas at airport it came out to be 25kg. That's a huge difference. The purpose for which I got this device is not served.
1,Don't buy ..... Very bad product,It's not working after few days .... Very bad product
1,Stopped working within an hour. Had to send it back,Working fine in the morning that I received it. Tried using it again later that day and wouldn't stay on for more than a second. Returned it
1,Faulty product,Was showing error and not working
1,Low qualitry product,"I purchased it in August 2021. Its not working now. It says warranty for 1 year. BUt there is no option to return it in Amazon.
Very low quality product. Its not working after a few usages."
1,"Worst product not having battery first, after put new battery it's always showing error","Worst product not having battery first, after put new battery it's always showing error"
1,Sub standard quality product,"Product was defective, it was showing Err most of the time, if it works then it was showing weight in negative."
1,"Will surely not recommend the product, waste of money",The product can be used to weight fruits vegetables or bags which weigh less than 17 kgs. If one try to weigh something above 20 kgs not only we see an err message but also it finds it hard to get back to original reading i.e. 0.000
1,Shows error on the first use,"It was the first time using it and it kept showing ""Err"" instead of the weight. It wasn't very heavy bags I was trying it for. Tried it for a small backpack and it showed the same results as well. Waste of money"
1,"Worked for 3 days, showed wrong weight, had to to pay excess baggage.","After few days it showed ""err"" message and then it kept showing 0kg. Despite trying remove the battery, it never got reset. Couldnt return as I had to travel next day. Had to pay excess baggage as it shows 2-3 kg less than the weight of the baggage."
1,A typical china made product!!!,"1. The battery that I received was actually a used one!! (Already half spent)
2. The product featured online nowhere mentioned it's ""made in china"", else I would have chosen better alternative!"
1,works initially but not after the date of return policy passed away this just shows err message,The short duration for return police and no guarantees for such a pricey product
1,Stopped working after a few attempts,After a few attempts of use the product started showing 'Err' on the display. The luggage is not even more than 15kg. I am travelling tomorrow and cannot even get a replacement for this product. Had high hopes seeing reviews but this has been useless for me.
4,It is worth for the price spent,A worthy product at a lower price. It's useful to carry the required dresses for a 5-day trip for one single person.
4,Very nice bag 💰,Best bag ever
3,Bag not strongly built,The bag is not stout enough to function for a reasonably longer time.
4,Handy,Ok.
3,Wheels are of poor quality,Wheels are of poor quality
3,Wuality of material,"Quality of Nylon used in the product is average,"
4,Satisfactory,Nice......nice
4,Good,Product is good and worthy.
3,It's ok,Not good and not bad
4,Good,Quality good
3,The bottom portion gets damaged while using/ pulling on platforms,The bottom should be more strength with thicker material.
3,Thank you Amazon Services,Quality Product for this budget... Thank you Amazon services.
3,Bag,Not satisfied this item and bottom slightly damage is there
3,Bag,Product not bad
4,Good Product,Good Product
4,Average,Bag is okay. Strap is very weak.
3,Good 👍,Good product
3,Good product item.,"Too much costly. Amazon take extra price Rs. 200 for this bag, thank you."
3,Poor quality,Bottom shoe not fixed properly.
4,Good,Good
4,Nice Product,"Its a nice product, we brought it for travel of course and we do not travel much. Its been on travel for a couple of times and it served its purpose good. Color is nice and the size is appropriate."
4,Nice,Ease
2,Quality not upto the mark,"Overall product is not upto the mark and no such discount required for the product and seller can display the product for same price what he sold for me....showing big price as MRP and Saying discount.....but as per quality of bag the value is not morethan 400/--500/-.
I suggest Prefer Brand one instead unknown brands like this."
4,Good,Good
4,Value for money,Value for money
5,Must buy,Quality is very good considering its price . Value for money. Good finish. Ample space. It's my second purchase
3,One time not used just open damage... I am not checked damage waste money...,No use for product money waste
3,Not bad,"It's ok , so so"
3,Average product,Material was not very tough
4,this is good quality as seen,
3,Not bad nor good,"Ordered blue color but received the other one.
Medium quality."
3,Good,Nice 👍👍👍
4,bag is good but wheels is damage,bag is good but wheels is damage
2,"Poor Quality, Craftmanship & Hopeless","Poor quality materials & Poor craftmanship.
Providing wheels for a bag is to transport somewhat heavy goods.But this one is useless for that purpose. This will damage within two trips. When I saw its image I thought a good product. But really hopeless! I lost money. So take care before you place order for this. I don't know why Amazon is dealing this priduct. They will lose their reputation if they deal this kind of products. So sorry to say this negative opinion. No other way. Customers should not be cheated. I don't want even to return. I will tolerate this. No other way! Let the manufacturers go any other second grade business than this type of activities."
5,Value for money,Very nice . Value for money
3,Quality is normal,Buy for normal use not for rugged use
5,Good,
2,Quality,Quality not good the main belt broken after one time use.
4,Quality,Good quality and best travel bag for use
2,Ok product,Not a Value for money quality is not good
5,Good material,Good
3,Average,Quality is not enough as per amount
4,Very good,Like it
3,Not bad,Not bad
3,,డబ్బుకు తగిన వస్తువు
3,It can be reviewed only after couple of travel USE,"Too early to give a rating. But Amazon asks, so I am giving it an average, because outwardly so far, looks good, and the make is not flimsy. Real test, after a couple of travels and usage. Will revisit."
5,needful,value for money
3,Good,Good
3,Ok,Value for money
5,Good product,Value for money
2,Poor quality product,Material is not strong
3,Not very good.,"Doesn't look strong enough to carry weight..
So would like to return it.Nobody has come to pick up.it was fixed for 22 june"
4,Good Product,Good Product
5,Best for travelling,Value for mony
4,Good bag @499,"Purchased the navy blue one . Not used it yet but seems good. The finishing could hv been better, but that’s the difference between a branded n non branded . But for 499/- it’s not bad at all. Let's see if it is water resistant."
4,Good Product.,Everything is ok except the size is bit larger than what I have expected from the picture.
2,Poor quality,Not good product
5,G,Very good
5,Very good products,This is price of very good qulaty and febrc is very good
3,Quality is just so so,Though Amazon sold it for 499 against a marked price of 2999 the quality of the product is not so good. The finish of the bag including the stitching wheels etc is just fair.
3,"average product for the price, dont expect a high quality product.",the product is not fo good quality. its just ok for the price.
2,No quality,Looking so chif.didn't look like in picture.
3,Ok for value,"Play Video
 Good looking, will update after usage"
4,Good quality material,"Bag slightly differ than what you see. Side pockets are not same as it look in picture. Overall good qualty material.. Servs purpose of travel and meet need of space and storage, easy to carry. Not checked in rainy days about water resistance or replant.. But cloths looks to be fine to resist water. Internal lining cloth has to be better for durabilty, doubt about durability since it be in fold and open, easy to get wearout.

Updating after use of 6 months.
I used this in nearly 20 travels. Bag is durable. Sturdy design. Wheels ballances bag properly and easy to pull. Chain qualty is good."
5,Good,Good
5,Size,This product is very good & best choice for traveling & weight lift & quality is also best then this product cost Is low whenever this cost compared this product is best & this size is best for traveling
5,Best,Excellent
3,Average,Average quality money worth improvement
3,Worth the price,Just that the straps are not if very good quality..rest is gud
3,Bags.,
4,Okay for price,I won't say very good but compared to price it's good
4,Good companion for a small trip,"Play Video
 Noicy wheels moment"
4,Good,Value for money product
5,About bag,Awesome product
4,Inside capacity and good zip locks,I purchased it was travel and the product looks sleek and good to carry. The base of true bag could have been better lined for rough usage and longer life
4,Quality,Good
4,,बाहर टूर पर या फिर ऑफिस कार्य मे भी उपयोगी
3,Value for money.,"Good product, but the quality can be much more better."
3,Good,Just ok
4,Convenient to handle,"The zip opener is not that smooth, hope it may last more or will be smooth after some use"
2,looking at online it is good and once we seen the bag it is not worthy.,Keep value for money and customer satisfaction is key success.
5,Quality,Good
4,"Nice product, very helpful.",Helpful
4,Nice for this price,Nice price and good product
3,nice,Good
4,Good,Nic
5,Good product,Nice
3,Not a great product,Quality of the product is poor
4,Ok,Ok
5,Value for money.,Very good product with this price range.
5,Super,Value for money
2,Wheel is of poor quality,Bag is not strong enough to support heavy objects.
5,Good,Good product
5,Item with affordable price,For Travelling
5,Nice and adorable,Nice to carry
2,Cheap quality,"Play Video
 I bought this bag for normal use like for mini travel but the belts got broken in one use only and I can't even return it now. I am stictching it by myself for using it again. Low quality"
4,Bag,Bag quality is average
4,Good,Very nice
4,Good,"Value for money, space wise we can accomadate 2kids and 2adults dresses , very useful as it has wheels , good quality"
1,DONT BUT IT,Don't buy it. They refuse to return or replacement if any defects. I places replacement for zip issue so many times they neglected. Think before buy. It's my experience.
5,Must buy,Quality is very good considering its price . Value for money. Good finish. Ample space. It's my second purchase
5,Value for money,Very nice . Value for money
5,Good,
5,Good material,Good
5,needful,value for money
5,Good product,Value for money
5,Best for travelling,Value for mony
5,G,Very good
5,Very good products,This is price of very good qulaty and febrc is very good
5,Good,Good
5,Size,This product is very good & best choice for traveling & weight lift & quality is also best then this product cost Is low whenever this cost compared this product is best & this size is best for traveling
5,Best,Excellent
5,About bag,Awesome product
5,Quality,Good
5,Good product,Nice
5,Value for money.,Very good product with this price range.
5,Super,Value for money
5,Good,Good product
5,Item with affordable price,For Travelling
5,Nice and adorable,Nice to carry
5,Very Good,Value for money
5,Product is good,Satisfied
5,Nice Bag .,Like . Journey time .
5,Worth Money,"This bag is very good in this price, i am using since last 2 years and ordered another one. It has a good 2 wheels which lifts a amount of weight. It can accommodate your clothes upto 1 week."
5,Good capacity luggage bag,Good and sturdy priduct
