,Stars,clean_text_train
998,5,one best backpack ever way comfortable wear laptop put book according work water resistant back pocket bag rain cover protect bag heavy rain not bring bag umbrella rain wanted back last time bag wallet got stolen bag chain bag nearly not possible anyone steal valuable bag worth product comfortable backpack
999,4,great product really happy inch laptop fit perfectly pocket company offered nice depends upon customer pocket want use got rain cover bag need purchase spereatly would recommend not put anything electronic related item back pocket bag might get wet raining although really loved product space
1000,4,worth buying worthy
1001,5,nice bag stylish look rain cover not use fine usb portal useful good
1002,4,fit normal slim laptop difficulty also fit gaming laptop one zip multiple pouch inside small compact design laptop backpack anti theft
1003,5,great bag pack daily life value money
1004,4,getting offer price worthy excellent
1005,5,recently purchased backpack must say proven practical secure companion belonging comprehensive review unique backpack design construction backpack feature sleek modern design visually appealing functional exterior made durable material effectively protects content element overall construction feel sturdy ensuring longevity regular use feature one standout feature backpack design incorporates various security measure keep belonging safe main compartment backpack concealed back making difficult unauthorized individual access without knowledge additionally zipper hidden not easily visible deterring potential thief feature provide peace mind especially crowded public setting storage capacity organization backpack offer ample storage space allowing carry essential feature multiple compartment including padded laptop sleeve spacious main compartment smaller pocket organizing smaller item like key pen smartphone laptop sleeve provides excellent protection accommodate laptop comfort ergonomics comfort important factor come choosing backpack backpack delivers aspect adjustable shoulder strap padded provide good support reducing strain shoulder back back panel also padded breathable promoting airflow preventing excessive sweating however extended period heavy use padding shoulder strap could slightly improved additional feature backpack come additional feature enhance functionality includes usb charging port side allowing conveniently charge device however please note would need provide power bank feature work backpack also luggage strap back useful attaching suitcase traveling value money considering overall quality added security feature backpack offer good value money may slightly expensive regular backpack peace mind practicality provides make worth investment especially individual frequently travel navigate crowded area conclusion backpack excellent choice seeking reliable secure backpack design durable construction ample storage capacity additional feature make practical companion daily use travel sleek design functionality backpack worthy investment protect belonging keep organized practical secure companion belonging
1006,4,space not large buy bag backbencher carry book along lunch space
1007,4,best bag quality
1008,4,good back comparatively good
1009,5,good quality handy look good well good quality
1010,5,feel premium look really attractive color chose match helmet got lot compliment bag work many section inside bag see review also come rain cover nice happy hope last long worth every penny
1011,4,quality bag nice complaint colour pic colour receive different not grey side somewhat greenish bag worth buying bag colour
1012,4,well design quality product size little bit smaller expected quality product
1013,5,one best bag dictation come told le space brother dictation come lot space done test clothes test watch full video best bag watch full video use travel college school office
1014,5,little space good quality
1015,5,excellent product one year review
1016,5,best product grab without regret best best
1017,4,good quality good anti theft look good
1018,5,sleek compact design expected good light weight item amazing product
1019,5,everything fine bag really nice product
1020,5,best backpack price amazing
1021,5,owsam product owsam product
1022,5,laptop backbag well suite inch laptop even though design inch experience plenty space housing laptop cusions comfortable hold gaming laptop inner material bottom abrasive layer pretty good specified description overall experience brought acer predator laptop fit well without adjustment cable good quality last long raincover good perfect laptop bag travel inch laptop
1023,5,wonderful liked product although limit pocket amazing spacious keeping laptop thing small thing side pocket hidden pocket back side bag helpful local train travelling theft impossible bag got offer highly recommended office purpose perfect backpack office purpose
1024,5,nice quality product nice product
1025,4,not overfill jean laptop book laptop else stuff fabulous quality problem space issue
1026,5,quality bag commuting office home college home adequate inch laptop enough compartment book material power bank space inner connection space material seems good best attractive
1027,5,best price range best
1028,5,good product like world matchbox ultimate value money comfort portability
1029,4,absolutely wonderful product loved ergonomic light weight fit nicely back top quality
1030,5,watched many review purchasing item feature need also send one mask much happy product thanks amazon articfox look cool great protection
1031,4,build quality beyond par pricing durable light weight time hold lot item still fit onto back perfectly flexible strap zipper made nicely bag totally water resistant except back mesh shoulder strap rain cover work wonderfully water seeps time closure drawstring bag rain cover make easy carry bag rain simply awesome
1032,4,nice looking space little le stylish bag
1033,4,photo think pattern gray color actually green tone review inside patern different bag confusion think decreasing quality price decreasing nice product
1034,4,good product one popular bag ever wanted would like see community little bit product quality product good
1035,4,worth money worth
1036,5,bag sturdy good strong durable
1037,4,good quality good looking bag issue keep book day book bend due bag overall good bag
1038,4,awesome product awesome really like
1039,4,must purchase good product
1040,5,nice product nice product
1041,5,tech guy carry alot stuff related tech bag completes requirement great quality
1042,5,like product quality
1043,5,everything good like quality material design one problem small space not much depends perfect college student good
1044,5,play video think arcticfox provide pocket inside bag cool bag
1045,5,bag stylish practical accessory ample storage comfortable design make perfect daily use quality craftsmanship ensures durability making worthwhile investment review bag
1046,5,great quality backpack get thank amazing inside
1047,5,bag pretty cool comfortable one best choice range money spacious pocket great many hidden pocket save thing stealing whole bag perfectly protective water theft convenient use pretty cool comfortable
1048,4,draw string mask bag con none le good bag college purpose good segment
1049,4,quality subperb one point highlight glue plastic wrap protects logo not wash quickly rest happy bag great product
1050,5,value money good quality bag
1051,5,value money impressed
1052,5,good product expectation good product
1053,5,good quality finish look love great product
1054,5,like build quality space outstanding mask protection arctic fox weight colour marble black performance wise good outstanding
1055,5,stitching nicely done material quality look super provides full protection item want carry overall superb
1056,4,product value money product good looking design awesome material also good product value
1057,5,quality definitely amazing give premium vibe strap comfortable wear laptop space also nice amazing product reasonable price
1058,4,good product bit expensive good produce
1059,5,nice bag good material
1060,5,nice mass
1061,4,good product review
1062,5,like shape build quality spacious durable
1063,5,good product look cool excellent bag
1064,5,quality well look best got sexy look perfect college student made india product loved worth every single penny quiet spacious expected high quality bag much satisfied
1065,5,perfect office sturdy packaging rain coat bag laptop carrier perfect perfect bag
1066,4,good price
1067,4,nice product nice
1068,5,bag quality excellent good space got free mask excellent quality must buy
1069,5,best office college carry many book not fit lunch box travel public transport bus bag really suffers lot everyday still goo new freaking durable way writing thus review one year use good
1070,5,value money nice product
1071,5,not expected bag good honest really well padded safe laptop little bulky design like also water resistance good delivery not time day late really good product really good per price range
1072,5,best bag ever used life give primium look rain cover also sexy not think hidden chain stick back love bag company made bag not give lock secure goody value money
1073,5,thank much word product amazing surprisingly really high quality bag received one best purchase made amazon quality design everyone loved group superb buy
1074,5,fantastic quality thought bit smaller expected good mask raincover inside come good packaging overall not recommended school student purchased worth quality
1075,5,product awesome quality fabric zip logo excellent lightweight well super classy see people noticing walk street adding one point using excellent use rainy weather rain cover fully cover still look great value money
1076,4,people around definitely ask bag mast kidar liya little cheaper quality bag
1077,5,really wonderful looking using since month value money
1078,5,nice beautiful bag carry expensive
1079,5,bag comfortable price high quality bag price best quality
1080,5,sexyyyyyy classy
1081,5,premium best quality bag ever ever ever ever ever brought premium bag
1082,5,quality bag high also leather premium durable rounder backpack
1083,4,bag great saw little tampering pack may security reason bag good bag not come official drawstring raincover personally sad thing yup best still advised buy official website not get drawstring raincover
1084,4,ideal upto inch laptop not size
1085,5,good quality designed fantastic comfortable travel office aslo superbbb
1086,5,bag good office stuff use long term wish section inside build quality mark highly recommended awesome bag better build quality
1087,5,like build quality perfect office use daily basis good product
1088,5,look like riding backpack premium quality love premium quality
1089,4,bag quality good product quality good
1090,4,worth price really comfortable carry travel good capacity hold belonging good looking good quality
1091,5,already got many bag one best among many feature available premium segment bagpacks recommend everyone best bag ever used
1092,5,great delivery time properly secured sealed original goodlooking best collage us
1093,5,recieved bag yesterday ontime delivery thanks amazon team clear check list purchase bag important point good laptop padding good laptop protection waterproof daily office ride trendy design weekend getaway bag ample space support laptop diary water bottle pair dress bag surprised fulfilling need bag designed remarkably well lot hidden useful pocket bag opened arranging content bag luckily rained today not heavy one found bag along rain cover provided well good moderate rain water seepage occurred thanks arctic fox giving free mask rain cover bag also good attention grabber colleague enquired today bought opinion good value money product packed feature quality lacking price range money well spent
1094,3,part stitching not properly done stain also need improve finishing finishing not mark not happy
1095,3,smaller quality good bag size
1096,3,play video look good worthy good
1097,3,bag really good term material used make feel premium durable well adequately spacious necessary item fit within problem encountered power bank pouch wire used inside pouch feel low quality seems not compatible fast charging power bank example power bank also external port charging cable plugged phone seems poor quality charging cable plug even slightest movement bag overall good product issue power bank point bag
1098,3,not receive mask rain cover backpack not received proper item included product
1099,3,outer quality bag good inside quality not good zip quality cheap prize range gave metal zip inside colour bag different photo shown page thought get silver colour inside black really dispointed not shown photo
1100,3,gaming laptop dell difficult fit notebook fit easily space laptop thickness wise bit le overall bag good quality built overall good bag
1101,3,look storage quality look wise amazing quality wise storage wise
1102,3,not spacious add tiffin along laptop rest thing good great build quality everything not package
1103,3,quality not bad product packaging quality bad affect product quality packaging
1104,3,way bag theek hai must buy strap hurt compartment get irritated app problem fitting ltr water bottle average
1105,3,bag design great comfortable wear well alright purchased bag came loose string stitch zip would not move really constricted space not place lot stuff despite may think great light travel though rain cover slot bag keep time great overall decent purchase long know not packing many thing comfortable look good good quality material well seems like last real long good bag little le space
1106,3,play video stitching open someplace thread not cut well material good quality finishing also important stitching not good
1107,3,inside space small design quality good average product
1108,3,build quality good superb college not come colour
1109,3,pro bag material quality really good look really premium safe pavilion laptop zipper quality fine con low quality metal zipper small pocket thread coming stitched area hope last med kit not provided covid mask bag lite use like laptop gadget not sure stitching hope last long stitching not good brand like safari
1110,3,product looking awsm not regret buying product really good
1111,3,bag good although raincover changed little satisfied
1112,2,bag good not see youtube video video show give medikit real mask not even seems high quality rain cover see rope wear bag raincover however bag not hard carry handle seems not much strong look great great branding not change show youtube seems like cost cutting expecting much better however not returning seems fine cost not fully happy not soon video
1113,3,cool backpack not include mask said include missing package apart pretty nice backpack yeah missing mask package not even tampered searched every part backpack could not find missing mask
1114,2,play video not even stitching near shoulder strap came warranty service waste ask ship product thier office bengaluru repair poor stitching quality
1115,3,best quality space le best quality space le
1116,1,quality good charging port not working charging port not working
1117,3,bag pretty good especially padding waterproofing good build quality not think even need rain cover zip get stuck sometimes wish little spacious another seperate compartment laptop book barely space left thing water bottle holder small not expand much foam padding back side might added comfort overall good college use carry notebook laptop accessory not meant travelling worth price little congested
1118,3,overall quality aspect great small size tried return product option available return small
1119,3,liked ba lot friend mine recommended bag not feel worth zipper quality bad powerbank port not functional not working space le expected hardly book bag stiff actually discomfortable back considering good better best good entirely different experience
1120,3,ordered product college use day found usb port not working also not replace product shifting college state came college found roommate also backpack not working usb port usb port not working
1121,3,bit le spacious gaming laptop piece garment take space though charger cable document stuff kept tightly arranged bit le spacious expected
1122,3,mask missing quality rain cover not good missing
1123,3,actually quality good usable brand logo shifted please improve immediately rain cover present not given first aid kit brand logo shifted
1124,3,slightly good product review
1125,1,little space bag use small size
1126,3,nice look got different colour mask nice
1127,3,bag quality good capacity low due design not convenient keep take item often good quality bag small capacity
1128,1,material quality good every thing bad like usb cable used bag bad super fast power bank connected bag usb charging speed slow waste usb port bag component material quality good
1129,3,good product quality improved not sure waterproof not good look good bag
1130,1,produce not box item missing bad
1131,3,much wide picture not enough get clear idea water resistant water fall top not fall water pool road pothole water enter case security feature good mentioned cut easily thief good cutting equipment value money getting price fluctuate amazon avoid buying not worth much wide
1132,3,bought bag seeing give full rain cover others not give bag not much storage volume not even carry small cylindrical lunch box along laptop better volume bag carry thing laptop not enough space carrying daily essential work
1133,3,got bag month ago look good chargable concept funny transfer powerbank charge phone bothered week since applied warranty not received reply asked submitted detail bill invain tried connecting help wonder warranty showcasing warranty showcasing least bothered customer satisfaction retention
1134,3,bag good not water proof arctic fox
1135,1,anti theft cord missing anti theft
1136,1,thoroughly check fault sign use case found two ticket bag ticket dated week placed order never buying another product artic fox seller also seller stamp sign register product warranty caution seller send used product
1137,1,stitch improper rain cover not saw video please provide rain cover rop also medikit missing ita not important medikit spending maintain thing sustain reputation take care quality product poor quality stitch
1138,3,put laptop doc file cover around space put pair cloth would difficult not separate compartment space limited thick sponzy material used make bag
1139,2,not shown image stitching side top leather not loose part may got wrinke soon marked pic attached want replacement product quality pretty awesome stitching quality issue
1140,3,material quality good sufficient space low space
1141,3,quality enpressive medi kit not provided backpack medi kit not provided
1142,3,bag look nice stylish fails somehow bag something design shoulder hurt bit space inside not great either carry lot stuff pouch bottle small almost bottle lol stylish uncomfortable
1143,1,received laptop backpack unfortunately laptop strip torn damage quite disappointing affect functionality overall usability product hope issue resolved promptly ensure better customer experience damage product received
1144,3,got normal rain cover drawstring bag not provided drawback bag quality superb drawstring bag not provided
1145,3,not sturdy think using type product
1146,2,one side stitching not proper stitching not proper one side
1147,2,not receive medical kit instead got mask not buy bag college except laptop made laptop notebook fit inside space left put book lunchbox le space
1148,3,quality good water resistance include rain cover cover issue not big shown picture definitely not lit maybe stretching not bad money
1149,3,first aid kit provided promised first aid kit
1150,3,not best stitching material stitching
1151,3,not like model structure bag okish
1152,1,good product hard use not traveling miss pocket office home office le pocket hard use
1153,2,le space difficult open zip le compartment not worth
1154,3,quality not satisfied quality not satisfied
1155,1,rain cover mask not provided improper accessory
1156,2,not know guy product received bad look good quality must good padding gave not feeling much good either quality
1157,3,charger cable not fitting usb port port not working
1158,1,waste return not response product lost trust amazon worst
1159,1,not receive rain medkit shown description missing item bag
1160,2,usb port not working usb not working
1161,1,usb charging point not working requested return customer service not responding customer service not responding
1162,2,port supposed plug usb cable stitched well thus unable plug usb cable making useless apart minor problem zipper chain side also not working properly rest everything seems fine reason not giving star product material seems good faulty charging port
1163,2,bag stretchable material side main compartment could completely handy bag situation bag stretchable material main compartment
1164,2,play video product good received zip locker not working properly month usage never expected bag disappointed zip not locking month usage
1165,3,play video good quality bag good quality bag
1166,3,not length expected nice
1167,3,slow charging problem
1168,3,great product fabulous product
1169,3,good good
1170,2,small le compartment small
1171,2,cheap quality quality bag
1172,2,mobile charging not work feature not work
1173,1,rain cover missing rain cover not available backpack please provide rain cover rain cover missing rain cover not available backpack please provide rain cover
1174,2,raincoat fastaid kit missing time replaced last return product raincoat fastaid kit missing time
1175,2,bag come raincover without string shown string bag returning raincover not drawstring
1176,2,not fit notebook laptop low space not enough space
1177,2,not much durable zipper poor quality
1178,1,cheap quality
1179,1,nice stitch zip loosing fast leather material stretchable not get first aid kit bag
1180,1,charging port not work could returned checked return period laptop inch hardly fit overall good bag travel lot material carry inside le water bottle hardly fit needed buy small one usb charging port not functional
1181,3,bag good quality later trying charge came know outside port not support iphones tried raise warranty claim seems already knew outside port not work io device
1182,1,see pic bag sewed haste stitching not straight line quality material used really impressive stitching sewing not powerbank pocket congested data cable definitely get damaged plugged good quality bag poor design stitching
1183,1,white colour rain cover bag white colour rain cover bag
1184,1,got scratch easily heavy
1185,1,loose stitch not good
1186,2,product good packing like road chap not buy
1187,1,replaced twice also issue not solved charging port not working charging dock not working
1188,1,bad construction bad design patch front
1189,1,never expected poor zipper used twice zipper went toss poor zipper quality
1190,1,bag not adequate space book laptop carried little space
1191,1,issue bag not know replace got defeated piece
1192,1,small not worth small one
1193,3,think marble type design white colour grey also look good white looking soo aesthetic bag colour
